time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-19 00:00:00+00:00,3,3,4,2
2024-02-20 00:00:00+00:00,2,2,4,3
2024-02-21 00:00:00+00:00,2,2,26,4
2024-02-22 00:00:00+00:00,2,2,8,4
2024-02-23 00:00:00+00:00,2,2,70,4
2024-02-24 00:00:00+00:00,2,2,6,1
2024-02-25 00:00:00+00:00,2,2,1,1
2024-02-26 00:00:00+00:00,3,3,7,3
2024-02-27 00:00:00+00:00,2,2,3,2
2024-02-28 00:00:00+00:00,2,2,68,2
2024-02-29 00:00:00+00:00,2,2,6,3
2024-03-01 00:00:00+00:00,2,2,26,2
2024-03-02 00:00:00+00:00,2,2,4,3
