time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-21 00:00:00+00:00,5,2,58,2
2024-04-22 00:00:00+00:00,6,5,57,4
2024-04-23 00:00:00+00:00,1,1,22,4
2024-04-24 00:00:00+00:00,1,1,89,6
2024-04-25 00:00:00+00:00,1,1,32,6
2024-04-26 00:00:00+00:00,5,2,15,3
2024-04-27 00:00:00+00:00,1,1,3,1
2024-04-28 00:00:00+00:00,1,1,3,2
2024-04-29 00:00:00+00:00,1,1,7,3
2024-04-30 00:00:00+00:00,1,1,30,4
2024-05-01 00:00:00+00:00,1,1,29,3
2024-05-02 00:00:00+00:00,1,1,4,1
2024-05-03 00:00:00+00:00,1,1,9,2
