time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-02 00:00:00+00:00,1,1,,
2023-12-03 00:00:00+00:00,1,1,,
2023-12-04 00:00:00+00:00,4,4,20.0,2.0
2023-12-05 00:00:00+00:00,5,4,35.0,1.0
2023-12-06 00:00:00+00:00,9,6,13.0,1.0
2023-12-07 00:00:00+00:00,2,2,6.0,1.0
2023-12-08 00:00:00+00:00,3,3,,
2023-12-09 00:00:00+00:00,3,3,9.0,1.0
2023-12-10 00:00:00+00:00,2,2,21.0,1.0
2023-12-11 00:00:00+00:00,4,4,,
2023-12-12 00:00:00+00:00,3,3,,
2023-12-13 00:00:00+00:00,2,2,8.0,1.0
2023-12-14 00:00:00+00:00,2,2,1.0,1.0
2023-12-15 00:00:00+00:00,1,1,9.0,1.0
